SAMPLE,unsegmented_psm_area,intercept,std_error,t-value,p-value,mean,sd,sem,median,IQR,Date_of_imaging,Microscope,3:22985001,6:15880001,12:20650001,20:14055001,SUM_CAB_READS,SUM_KAGA_READS,TOTAL_READS,PROP_CAB_READS,PROP_KAGA_READS,SUM_GT_CAB,SUM_GT_HET,SUM_GT_KAGA,TOTAL_GT,PROP_CAB_GT,PROP_HET_GT,PROP_KAGA_GT
297,27994,55.3550804597701,0.309307836591046,178.964364659659,2.24955657363332e-44,56.73,1.13,0.21,56.28,0.6,28_1_21,AU,-1,1,NA,0,8360510,3703429,12063939,0.6930166009625878,0.30698339903741223,36374,45634,21917,103925,0.3500024055809478,0.4391051238874188,0.2108924705316334
298,20934,58.1250574712644,0.388301617008803,149.690485244481,3.32597759181615e-42,62.61,2.75,0.51,63.97,4.07,28_1_21,AU,-1,0,NA,1,2366942,2226606,4593548,0.5152753383658993,0.4847246616341007,20609,51841,18179,90629,0.22739961822374735,0.572013373202838,0.2005870085734147
299,23464,66.4508965517241,0.214071251495634,310.414855275788,4.55616158159887e-51,70.41,2.32,0.43,70,2.64,28_1_21,AU,-1,-1,NA,1,3245949,1307814,4553763,0.7128058706612531,0.2871941293387469,39171,35207,12316,86694,0.45183057651048514,0.4061065356310702,0.14206288785844465
300,24508,60.5841149425287,0.109053445424711,555.545170595778,3.81962683407264e-58,63.46,1.66,0.31,63.82,2.87,28_1_21,DB,-1,0,0,0,2670853,1353913,4024766,0.6636045424752643,0.3363954575247356,29929,40216,10477,80622,0.3712262161692838,0.4988216615812061,0.12995212224951005
301,26449,60.6755632183908,0.482620662608078,125.721022573921,4.37393782602995e-40,64.47,2.5,0.46,65.63,2.26,28_1_21,DB,NA,NA,NA,NA,1584464,737608,2322072,0.6823492122552617,0.3176507877447383,31282,25356,10746,67384,0.46423483319482367,0.3762911076813487,0.15947405912382762
302,25729,63.0976091954023,0.302712579470249,208.440657820775,3.1579260440947e-46,65.4,1.53,0.28,66.23,2.56,28_1_21,DB,-1,-1,NA,NA,3117535,1290880,4408415,0.7071782035039804,0.2928217964960195,37109,31212,16076,84397,0.439695723781651,0.36982357192791215,0.19048070429043687
303,23554,57.7888505747127,0.21322645377338,271.021018039963,2.03410515119393e-49,61.56,2.21,0.41,61.56,3.32,28_1_21,DB,-1,1,-1,1,2966453,1100132,4066585,0.7294703049364516,0.2705296950635484,40648,27184,14239,82071,0.49527847839066175,0.3312254023954868,0.1734961192138514
304,27516,59.2460459770115,0.65698659927701,90.1784694576869,4.69477198895013e-36,62.68,2.6,0.48,61.71,3.62,28_1_21,DB,-1,0,NA,1,3736715,2750200,6486915,0.5760388412673821,0.4239611587326179,24583,50134,17801,92518,0.26571045634363044,0.5418837415421864,0.19240580211418318
305,24452,59.986091954023,0.27802297977249,215.759474281984,1.20228128223195e-46,61.2,1,0.19,61.11,1.21,28_1_21,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,24308,58.9511494252873,0.21053536861376,280.00591925928,8.16424644922687e-50,63.06,2.4,0.45,62.46,4.38,28_1_21,DB,-1,-1,-1,1,3897867,2172195,6070062,0.6421461592978787,0.35785384070212134,33881,44691,12747,91319,0.37101807947962634,0.4893943210065813,0.13958759951379232
307,27248,60.5806206896552,0.100925889825697,600.248566490522,4.3749012642848304e-59,64.53,2.26,0.42,64.88,3.77,28_1_21,DB,-1,NA,-1,NA,2527707,1676091,4203798,0.6012912609026408,0.3987087390973591,22364,41948,17215,81527,0.27431403093453705,0.5145289290664442,0.21115703999901872
308,23590,60.9749425287356,0.203564709422696,299.535920060303,1.23678233095956e-50,63.15,1.34,0.25,62.61,2.04,28_1_21,DB,-1,1,-1,0,3266674,1823946,5090620,0.6417045467939072,0.3582954532060928,29956,38971,16529,85456,0.35054296948137054,0.456035854708856,0.19342117580977344
309,27349,60.5917701149425,0.0675720904877368,896.698173426185,5.75964914720307e-64,63.31,1.55,0.29,63.37,2.26,28_1_21,DB,NA,0,NA,1,1997066,1428418,3425484,0.5830025771540606,0.41699742284593944,21827,33572,20883,76282,0.28613565454497786,0.44010382527988257,0.27376052017513963
310,28921,58.1770574712644,0.059088959761415,984.56729829341,4.20393042310493e-65,60.75,1.47,0.27,60.8,2.03,29_1_21,AU,0,0,NA,1,2963328,3676782,6640110,0.44627694420724956,0.5537230557927504,22183,45811,29330,97324,0.227929390489499,0.47070609510501005,0.30136451440549095
311,24408,57.3239540229885,0.0593139720808198,966.449421813806,7.07139067725303e-65,59.78,1.4,0.26,59.75,2.33,29_1_21,AU,-1,0,NA,0,3181757,3479120,6660877,0.47767838979761973,0.5223216102023802,29037,44821,21653,95511,0.30401733831705247,0.46927579022311566,0.22670687145983184
312,24297,58.398,0.249007932977942,234.522648742975,1.16555076300446e-47,65.9,4.31,0.8,65.48,6.63,29_1_21,AU,0,0,NA,1,3307673,1472465,4780138,0.6919618220227115,0.3080381779772885,35470,34135,19372,88977,0.3986423457747508,0.38363846836823,0.21771918585701924
313,26683,55.2531724137931,0.208685222077658,264.768016938122,3.90944362523104e-49,59.16,2.28,0.42,59.75,4.75,29_1_21,AU,0,0,0,1,2943355,1984319,4927674,0.5973112263514185,0.40268877364858147,32728,34542,19321,86591,0.37796075804644824,0.3989098174175145,0.22312942453603724
314,26451,61.1198620689655,0.0376147172159682,1624.89223880218,3.40052951062029e-71,65.98,2.76,0.51,66.08,4.67,29_1_21,AU,-1,NA,NA,1,1938438,1139887,3078325,0.629705440458691,0.37029455954130897,24172,33756,13036,70964,0.34062341468913815,0.47567780846626456,0.18369877684459726
315,25932,58.3229195402299,0.0868273060967092,671.711724826164,1.87590110135763e-60,61.06,1.57,0.29,60.8,2.26,29_1_21,AU,NA,NA,NA,NA,2578959,1892953,4471912,0.5767016435028238,0.4232983564971762,24770,43228,13547,81545,0.3037586608621007,0.530112207983322,0.16612913115457723
316,24890,61.8326896551724,0.196618439922199,314.480623890817,3.1652200140605e-51,62.62,0.68,0.13,62.91,0.91,29_1_21,AU,-1,0,NA,NA,3232806,3055050,6287856,0.514134865683947,0.48586513431605305,29070,39521,23898,92489,0.31430764739590655,0.4273048686870871,0.25838748391700633
317,22788,59.5280689655172,0.148645636248617,400.469670471547,3.64519673907135e-54,62.06,1.49,0.28,62.46,2.95,29_1_21,AU,-1,NA,NA,1,1988216,1597354,3585570,0.5545048625462619,0.4454951374537382,21761,39007,16461,77229,0.2817723912001968,0.5050822877416514,0.21314532105815173
318,23138,63.5398390804598,0.732723456877635,86.7173535718686,1.39921475042769e-35,64.46,1.99,0.37,63.67,3.47,29_1_21,AU,-1,0,0,1,3362397,1578350,4940747,0.6805442577812626,0.31945574221873735,33275,35353,14380,83008,0.4008649768696993,0.42589870855821127,0.17323631457208943
319,26193,60.726091954023,0.198157497160084,306.453668543082,6.52723896586999e-51,61.67,0.75,0.14,61.71,1.43,29_1_21,DB,-1,1,-1,NA,3682528,2464549,6147077,0.5990697692578115,0.40093023074218853,27266,50339,14876,92481,0.29482812685848986,0.5443172111028212,0.16085466203868903
320,28356,60.0991954022989,0.0513331371961857,1170.76802013115,3.29149188283145e-67,62.49,1.37,0.25,62.46,2.04,29_1_21,DB,-1,NA,-1,1,2272837,1062925,3335762,0.6813546649910875,0.3186453350089125,27206,36808,13575,77589,0.3506424879815438,0.4743971439250409,0.1749603680934153
321,25030,63.6025517241379,0.118155370154295,538.29590344545,9.23716432325605e-58,65.07,0.89,0.16,65.03,0.61,29_1_21,DB,-1,0,NA,1,3081762,1709984,4791746,0.6431396822786517,0.35686031772134835,37050,35633,12221,84904,0.43637520022613774,0.41968576274380476,0.14393903703005748
322,23361,64.4273103448276,0.212336830205819,303.420326480235,8.62300433483763e-51,65.3,0.74,0.14,65.33,1.21,29_1_21,DB,-1,NA,NA,0,2471940,1414575,3886515,0.6360299651487258,0.3639700348512742,30212,31721,21928,83861,0.36026281585003755,0.3782568774519741,0.26148030669798833
323,27454,61.4855172413793,0.676016246914671,90.9527212134301,3.69825599496815e-36,63.41,2.08,0.39,63.67,2.34,29_1_21,DB,-1,NA,NA,NA,2378053,1098139,3476192,0.6840971384779667,0.3159028615220333,29148,34247,7162,70557,0.41311280241506865,0.48538061425514123,0.1015065833297901
324,23786,58.6828045977011,0.188723841098129,310.945369997998,4.34350376041339e-51,61.17,1.49,0.28,61.26,3.01,29_1_21,DB,-1,1,0,1,3448606,2639096,6087702,0.5664873214884697,0.4335126785115303,31549,40826,21338,93713,0.33665553338384213,0.4356492695783936,0.22769519703776422
325,21695,61.9848275862069,0.211507648729292,293.061872507226,2.27992142203936e-50,64.59,1.58,0.29,63.97,2.94,29_1_21,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,27152,65.1005057471264,0.497475396787019,130.861759531391,1.42671556022353e-40,66.86,1.65,0.31,66.38,1.06,29_1_21,DB,-1,NA,NA,NA,2173272,1856348,4029620,0.539324303532343,0.460675696467657,23013,39070,18515,80598,0.28552817687783816,0.4847514826670637,0.22972034045509815
327,26918,51.4664827586207,0.223749029858993,230.018797359948,2.0054593942372e-47,56.68,3.02,0.56,57.34,5.88,30_1_21,AU,-1,0,NA,1,2356937,1274273,3631210,0.6490775802005392,0.35092241979946076,27482,40783,12706,80971,0.33940546615454914,0.5036741549443629,0.15692037890108804
328,25017,51.579724137931,0.335976017210397,153.52204174035,1.64035462186563e-42,55.82,2.56,0.48,54.92,3.99,30_1_21,AU,-1,-1,NA,NA,1735027,813169,2548196,0.6808844374608547,0.31911556253914536,25526,33692,9447,68665,0.3717468870603655,0.49067210369183717,0.1375810092477973
329,30250,64.8284367816092,0.288756350230783,224.509129339654,3.95257805662653e-47,68.17,2.04,0.38,67.59,2.64,30_1_21,AU,-1,NA,NA,1,3926214,1181146,5107360,0.7687364900848971,0.23126350991510292,42825,29030,17842,89697,0.47744071708083885,0.3236451609306889,0.1989141219884723
330,26541,53.6294712643678,0.159795187537524,335.613807216655,5.12531846759946e-52,54.78,0.78,0.14,54.62,1.74,30_1_21,AU,-1,NA,NA,1,4084934,1790215,5875149,0.6952902811486142,0.3047097188513857,41064,36151,15016,92231,0.4452299118517635,0.3919614880029491,0.16280860014528736
331,26344,59.4652183908047,0.221533043000245,268.425953913968,2.66272898821237e-49,61.7,1.4,0.26,62.16,2.94,30_1_21,AU,NA,NA,NA,NA,1342607,1205026,2547633,0.5270017306260361,0.472998269373964,12980,38023,17167,68170,0.19040633709843038,0.5577673463400322,0.2518263165615373
332,26011,62.4823218390804,0.900316210147407,69.4004185805455,6.95806729329827e-33,68.44,4.13,0.77,66.23,5.58,30_1_21,AU,-1,NA,-1,1,4134091,1735611,5869702,0.7043102017785571,0.2956897982214429,42715,38438,10506,91659,0.4660207944664463,0.4193587100012001,0.11462049553235361
333,27447,56.4947816091954,0.0792328805566135,713.021932464373,3.52770368754655e-61,60.05,2.03,0.38,59.75,3.77,30_1_21,AU,-1,1,0,NA,2574192,1679572,4253764,0.6051562804142402,0.3948437195857598,24744,41884,17895,84523,0.29274871928350865,0.49553376004164545,0.2117175206748459
334,27355,55.9765287356322,0.378531989402053,147.877934501798,4.67607394514387e-42,58.83,1.9,0.35,57.79,1.66,30_1_21,AU,-1,-1,NA,NA,3021577,1207151,4228728,0.7145356712467673,0.28546432875323263,40189,29533,11079,80801,0.49738245813789433,0.36550290219180454,0.1371146396703011
335,26202,58.8665287356322,0.201297770056615,292.43507625085,2.42073728296733e-50,62.48,2.12,0.39,61.71,2.79,30_1_21,AU,-1,1,NA,NA,2443837,1829260,4273097,0.5719123623919606,0.4280876376080393,21079,43596,17210,81885,0.25742199426024304,0.5324052024180252,0.2101728033217317
336,25314,55.007448275862,0.223926991598902,245.649029994523,3.18528729863648e-48,58.77,2.22,0.41,58.09,4.38,30_1_21,AU,-1,0,NA,1,2458422,1675586,4134008,0.5946824486067758,0.40531755139322423,26830,40168,16773,83771,0.32027790046674864,0.4794976781941245,0.2002244213391269
337,28667,59.451632183908,0.223627240958123,265.851476453358,3.48718134763226e-49,60.92,1.02,0.19,60.5,1.73,30_1_21,DB,-1,0,NA,1,1279875,989155,2269030,0.564062617065442,0.4359373829345579,19584,37454,10501,67539,0.2899657975391996,0.5545536652896845,0.15548053717111596
338,30459,61.7739540229885,0.244156034562188,253.010146293371,1.39400446577969e-48,64.81,1.84,0.34,65.78,3.17,30_1_21,DB,-1,NA,NA,NA,3397820,2454156,5851976,0.5806278084530764,0.4193721915469236,17335,55104,17780,90219,0.19214356177745265,0.6107804342765937,0.19707600394595373
339,28910,56.5865287356322,0.605939483607629,93.3864358842052,1.76974254302821e-36,61.38,3.15,0.59,59.9,4.68,30_1_21,DB,-1,-1,-1,NA,3049565,1728570,4778135,0.6382333274384252,0.36176667256157474,27152,48909,8585,84646,0.3207712118706141,0.5778063936866479,0.101422394442738
340,23678,66.0795726495727,0.623723197913549,105.94374695477,1.08234150521859e-34,65.34,1.6,0.31,64.72,2.11,30_1_21,DB,0,0,NA,1,4174586,2348082,6522668,0.6400120318863385,0.35998796811366146,24594,49035,21542,95171,0.2584190562251106,0.5152304798730706,0.22635046390181884
341,24249,56.2214022988506,0.582378359384008,96.5375883099725,7.00751629922104e-37,58.58,2.03,0.38,58.99,3.84,30_1_21,DB,-1,1,NA,1,2910167,1523267,4433434,0.6564137415827099,0.34358625841729007,32824,37796,10206,80826,0.40610694578477224,0.46762180486477123,0.12627124935045653
342,24285,62.0775632183908,0.144115775559352,430.747869048002,4.73763870468265e-55,66.07,2.3,0.43,65.63,4.14,30_1_21,DB,NA,NA,NA,1,1923695,1412780,3336475,0.5765650874051207,0.4234349125948793,27825,34911,18561,81297,0.34226355216059634,0.4294254400531385,0.22831100778626517
343,24149,61.8775632183908,0.224125955669716,276.083878966597,1.21168202249429e-49,65.82,2.31,0.43,66.23,4.45,30_1_21,DB,-1,0,-1,1,4573016,3026308,7599324,0.6017661570950258,0.39823384290497416,30615,46417,20305,97337,0.3145258226573657,0.47686902205738824,0.2086051552852461
344,26097,65.9222068965517,0.05874128436813,1122.24660399693,1.07669727806378e-66,68.43,1.43,0.27,68.49,2.11,30_1_21,DB,0,1,NA,1,2574864,1240074,3814938,0.6749425547676005,0.3250574452323996,24553,35986,19103,79642,0.30829210717962885,0.45184701539388766,0.23986087742648352
345,25542,66.2734482758621,0.173376969141245,382.250587284583,1.34221465807946e-53,71.24,2.86,0.53,70.75,3.99,30_1_21,DB,-1,0,NA,1,2873111,1647775,4520886,0.635519453487657,0.36448054651234296,36462,32154,18423,87039,0.41891565849791473,0.3694206045565781,0.2116637369455072
346,29297,57.1740689655172,0.314123499018932,182.011435451607,1.40271112720857e-44,60.73,2.18,0.41,59.75,3.54,30_1_21,DB,-1,NA,NA,1,2343111,2102472,4445583,0.5270649541353744,0.47293504586462565,23014,42925,18054,83993,0.2739990237281678,0.5110544926362911,0.21494648363554106
347,30057,58.4306896551724,0.35743261642617,163.473300896259,2.83159020555917e-43,70.79,7.08,1.32,70.75,10.78,31_1_21,AU,-1,NA,NA,NA,1984131,1323794,3307925,0.5998113621076657,0.40018863789233433,20744,41639,13187,75570,0.27450046314675136,0.5509990737064973,0.17450046314675136
348,23617,56.9426666666667,0.176010071528841,323.519365522989,1.43191304850245e-51,60.83,2.26,0.42,60.5,4.68,31_1_21,AU,-1,NA,NA,1,4325247,1644460,5969707,0.7245325440595326,0.27546745594046745,42170,38023,13205,93398,0.45150859761450995,0.40710721856999077,0.14138418381549925
349,23424,57.1074022988506,0.135521893227482,421.388758220727,8.76289265683218e-55,58.79,1.02,0.19,58.69,1.36,31_1_21,AU,-1,0,NA,NA,3181466,2772656,5954122,0.5343299986127258,0.4656700013872742,24978,49377,17285,91640,0.2725665648188564,0.5388149279790484,0.18861850720209516
350,25396,63.9200689655172,0.626065444562899,102.0980626237,1.46703445157241e-37,61.02,2.32,0.43,61.86,4.22,31_1_21,AU,-1,-1,NA,1,4120014,2110957,6230971,0.6612154028641763,0.3387845971358236,40097,36210,18949,95256,0.42093936339968085,0.38013353489543966,0.19892710170487948
351,26805,56.274091954023,0.224612454029033,250.538609701264,1.83478383777415e-48,57.58,0.95,0.18,57.79,0.6,31_1_21,AU,-1,1,NA,1,2040246,1226064,3266310,0.6246333017992781,0.37536669820072194,28993,32174,13818,74985,0.38665066346602656,0.42907248116289926,0.18427685537107422
352,23405,61.0178620689655,0.223204145895345,273.372440391745,1.59721196281911e-49,63.89,1.73,0.32,63.52,3.32,31_1_21,DB,-1,-1,-1,NA,4823525,1728491,6552016,0.7361894415398254,0.2638105584601747,39748,39786,18559,98093,0.4052073032734242,0.4055946907526531,0.1891980059739227
353,27441,61.770367816092,0.144901369360711,426.292505644467,6.33834132605478e-55,62.53,0.58,0.11,62.61,0.9,31_1_21,DB,-1,-1,NA,0,6700367,2724838,9425205,0.710898808036536,0.2891011919634639,41403,37098,22440,100941,0.4101702975005201,0.3675216215412964,0.2223080809581835
354,27209,59.1907126436782,0.074770593082083,791.630910011624,1.88711022158004e-62,62,1.61,0.3,62.16,2.95,31_1_21,DB,-1,0,NA,1,3000017,2882435,5882452,0.5099943016959595,0.49000569830404056,28534,48767,17940,95241,0.2995978622652009,0.5120378828445732,0.18836425489022585
355,27855,63.4702068965517,0.142049216397421,446.818423263785,1.6990354068515e-55,64.32,0.61,0.11,64.12,0.3,31_1_21,DB,-1,NA,-1,1,5178227,2654963,7833190,0.6610623513536631,0.3389376486463369,36104,45056,16838,97998,0.3684156819526929,0.4597644849894896,0.1718198330578175
356,27288,66.9125747126437,0.784183770445905,85.3276709292207,2.19593718740288e-35,63.32,2.9,0.54,64.72,1.28,31_1_21,DB,0,0,NA,1,5766527,3479013,9245540,0.6237090532299898,0.3762909467700102,25637,52263,26907,104807,0.24461152403942485,0.4986594406862137,0.2567290352743615
357,29647,58.2050793650794,0.443896793272692,131.123000317155,3.28892959956119e-38,63.22,3.06,0.59,61.86,5.51,31_1_21,DB,-1,1,NA,1,3589443,3244589,6834032,0.5252306398331176,0.4747693601668824,26446,42022,23871,92339,0.2864011955944942,0.45508398401542144,0.2585148203900844
358,NA,56.4811724137931,1.03457230882421,54.593740748758,5.49210019583106e-30,64.46,5.28,0.98,67.44,5.65,31_1_21,DB,-1,0,0,1,4683981,3247557,7931538,0.5905514163835563,0.4094485836164436,19254,55561,25631,100446,0.1916850845230273,0.5531429822989467,0.255171933178026
359,31275,61.1305747126437,0.466093889995298,131.155065588309,1.34015639338505e-40,64.65,2.35,0.44,63.22,2.78,31_1_21,DB,-1,1,NA,1,3494037,2749029,6243066,0.5596668367753921,0.4403331632246079,24559,45961,20231,90751,0.270619607497438,0.5064517195402806,0.22292867296228142
360,27196,66.1663678160919,0.554065065937489,119.419851356514,1.84088027668169e-39,71.15,3.18,0.59,70.15,5.5,31_1_21,DB,-1,0,NA,1,4181159,3066446,7247605,0.5769021628524181,0.42309783714758187,29097,44034,27481,100612,0.28920009541605374,0.43766151154931815,0.27313839303462806
361,25385,54.4800689655172,0.0561165917340672,970.837096160341,6.22908023011672e-65,56.52,1.17,0.22,56.43,2.26,31_1_21,AU,-1,1,1,1,4428563,4340285,8768848,0.5050336144496974,0.4949663855503026,24652,51539,27637,103828,0.23743113610971991,0.4963882575027931,0.266180606387487
362,26719,61.361632183908,0.368083234735419,166.705859961308,1.6373959562338e-43,63.61,1.6,0.3,64.12,2.49,1_2_21,AU,-1,0,NA,1,5607149,3786290,9393439,0.5969218515178519,0.403078148482148,30449,45810,27772,104031,0.2926916015418481,0.4403495112033913,0.2669588872547606
363,27234,56.6165517241379,0.0464914154017218,1217.78507354373,1.09296839830662e-67,59.25,1.5,0.28,59.3,2.63,1_2_21,AU,-1,NA,0,1,5086816,2760291,7847107,0.6482409377111845,0.3517590622888155,26522,60350,14691,101563,0.2611384067032285,0.594212459261739,0.14464913403503243
364,23962,58.3527586206897,0.2734987619788,213.356573165084,1.64480266227208e-46,61.34,1.84,0.34,62.16,3.23,1_2_21,AU,0,0,NA,1,5407952,2668480,8076432,0.6695966733825036,0.33040332661749644,38336,47405,15942,101683,0.3770148402387813,0.46620379021075303,0.15678136955046565
365,24460,60.3121609195402,0.163785028773099,368.239767525358,3.81789446234185e-53,66.61,3.6,0.67,66.38,5.95,1_2_21,AU,-1,1,0,1,7123132,7041974,14165106,0.5028647155905505,0.49713528440944954,22718,53990,28809,105517,0.21530179970999933,0.511671105129979,0.2730270951600216
366,23807,60.5772183908046,0.213604052262996,283.595829522092,5.71551433263359e-50,62.73,1.35,0.25,62.31,1.36,1_2_21,AU,-1,-1,-1,1,7543175,3648167,11191342,0.6740188084681891,0.32598119153181093,41050,50460,13204,104714,0.39202016922283556,0.48188398876941,0.12609584200775445
367,30828,57.0120459770115,0.218668859363506,260.723205594799,6.01512940665003e-49,64.21,4.13,0.77,63.82,7.91,1_2_21,AU,-1,-1,NA,1,5741122,3768423,9509545,0.6037220497931289,0.3962779502068711,34429,51743,17246,103418,0.3329110986482044,0.5003287628846043,0.1667601384671914
368,32312,62.3175172413793,0.231907155451304,268.717526719286,2.58303470767156e-49,65.66,1.99,0.37,66.23,3.24,1_2_21,AU,-1,-1,NA,0,8170232,4471433,12641665,0.6462939810539197,0.3537060189460803,34055,47939,24340,106334,0.3202644497526661,0.45083416404912824,0.22890138619820566
369,27075,55.6855632183908,0.717946008133797,77.5623272328483,3.14181912127348e-34,59.44,2.84,0.53,58.69,5.2,1_2_21,AU,-1,1,0,0,6772232,3750851,10523083,0.6435596868332217,0.3564403131667782,35835,54375,14238,104448,0.34308938419117646,0.5205939797794118,0.13631663602941177
370,26907,61.8959310344828,0.277599807162688,222.968206163805,4.79275290293565e-47,66.16,2.53,0.47,66.98,3.84,1_2_21,AU,0,0,NA,1,6832288,3945906,10778194,0.6338991485957666,0.3661008514042334,27861,57179,18513,103553,0.2690506310778056,0.5521713518681255,0.17877801705406893
371,24012,63.4708275862069,0.376615231907386,168.52963504624,1.20772891307521e-43,65.33,1.44,0.27,65.93,1.43,1_2_21,DB,-1,1,0,1,6315155,3833793,10148948,0.6222472516363272,0.3777527483636728,30753,47203,26399,104355,0.29469598965071153,0.45233098557807483,0.25297302477121364
372,30918,60.8866436781609,0.142397299007167,427.582855171264,5.82409824137727e-55,63.28,1.41,0.26,63.67,2.33,1_2_21,DB,-1,0,0,1,6007815,4086859,10094674,0.5951470052425665,0.40485299475743347,28100,48035,28452,104587,0.2686758392534445,0.4592827024391177,0.2720414583074378
373,31694,63.2461379310345,0.208711105619719,303.031972080449,8.9377490756704e-51,66.13,1.73,0.32,65.48,2.94,1_2_21,DB,-1,0,NA,1,4371606,2713007,7084613,0.6170564291938035,0.38294357080619645,29383,43196,23314,95893,0.3064144410958047,0.4504604089975285,0.2431251499066668
374,23508,63.9884827586207,0.786313741897712,81.3778004237711,8.23629577348879e-35,65.59,2.25,0.42,65.63,2.72,1_2_21,DB,0,0,-1,1,5568531,4875199,10443730,0.5331936961219794,0.4668063038780206,36327,50074,18525,104926,0.346215428015935,0.477231572727446,0.17655299925661896
375,26733,57.7466896551724,0.525304899384296,109.929851640175,1.86147131120975e-38,61.27,2.43,0.45,59.75,4.67,1_2_21,DB,-1,NA,NA,1,3033388,1582468,4615856,0.6571669480157093,0.34283305198429065,33084,36838,14656,84578,0.39116555132540376,0.43555061599943246,0.17328383267516376
376,23173,60.8242298850575,0.190880608118914,318.650650186349,2.18907930236197e-51,63.34,1.51,0.28,62.76,2.94,1_2_21,DB,-1,0,-1,0,7013717,4620249,11633966,0.6028655232446098,0.3971344767553902,29426,45177,30657,105260,0.27955538666159985,0.42919437583127495,0.2912502375071252
377,28965,65.8184827586207,0.143985555659136,457.118649557017,8.97633061658542e-56,63.88,1.16,0.22,64.12,1.12,1_2_21,DB,-1,-1,NA,0,5985198,4122770,10107968,0.5921267261629637,0.4078732738370363,29949,58081,15903,103933,0.2881567933187727,0.5588311700807251,0.15301203660050225
378,32546,62.5355862068965,0.526078539903832,118.871197860168,2.09370661917834e-39,62.76,1.39,0.26,62.31,2.34,1_2_21,DB,-1,0,-1,0,3640555,3376935,7017490,0.5187830691600558,0.4812169308399442,34316,38362,25397,98075,0.3498954881468264,0.3911496303849095,0.25895488146826406
379,21511,57.9881609195402,0.243512380247211,238.132290689579,7.60121812807176e-48,61.31,1.99,0.37,61.11,2.26,1_2_21,DB,-1,NA,NA,1,3592705,1493906,5086611,0.7063062223551201,0.29369377764487986,40867,37045,10173,88085,0.4639495941420219,0.42055968666628823,0.11549071919168985
380,24285,59.4953103448276,0.178153146579945,333.955989478578,5.88738761077174e-52,61.64,1.3,0.24,61.56,2.63,1_2_21,DB,-1,1,NA,NA,3394642,1505549,4900191,0.6927570782445011,0.30724292175549894,36275,31780,19483,87538,0.41439146427837054,0.3630423358998378,0.22256619982179168
381,28929,59.4843448275862,1.6632016523136,35.7649625617197,6.46558109984364e-25,56.04,4.78,0.89,56.88,2.64,1_2_21,DB,-1,NA,0,1,4715788,3308845,8024633,0.587664009058109,0.41233599094189105,26472,53569,19953,99994,0.26473588415304916,0.5357221433285997,0.1995419725183511
382,24257,54.2088735632184,0.210977780315403,256.941150305868,9.05444541643967e-49,61.15,3.98,0.74,60.65,6.7,4_2_21,AU,0,0,NA,1,2179466,1728754,3908220,0.5576620558719826,0.44233794412801736,16524,45629,11801,73954,0.2234361900640939,0.616991643454039,0.15957216648186712
383,27583,54.6548275862069,0.166449235077164,328.357337063577,9.45066196773635e-52,59.62,2.85,0.53,58.99,4.67,4_2_21,AU,-1,1,0,1,4203249,4071666,8274915,0.5079507161100748,0.49204928388992514,21864,49898,23891,95653,0.22857620775093307,0.521656403876512,0.24976738837255497
384,24117,57.0591264367816,0.0719174070124382,793.397993714,1.77290108774896e-62,61.7,2.64,0.49,61.56,4.6,4_2_21,AU,0,NA,NA,1,2780374,2671409,5451783,0.5099935195513101,0.4900064804486899,24303,43305,24085,91693,0.2650474954467626,0.4722825079340844,0.262669996619153
385,25576,59.0190344827586,0.187898813348718,314.100091591458,3.2743348616621e-51,65.29,3.59,0.67,64.72,5.5,4_2_21,AU,-1,1,NA,1,2025469,1465238,3490707,0.5802460647656764,0.4197539352343236,24053,35347,22582,81982,0.2933936717816106,0.4311556195262375,0.27545070869215194
386,24448,61.4586896551724,0.268783829961574,228.654713581389,2.36867473410626e-47,65.38,2.34,0.43,64.57,4.14,4_2_21,AU,-1,NA,0,1,4810356,2056359,6866715,0.7005323506218039,0.29946764937819614,40840,37618,21303,99761,0.4093784144104409,0.3770812241256603,0.2135403614638987
387,22382,58.7163908045977,0.138310846464196,424.524846066917,7.12026951554454e-55,60.89,1.29,0.24,61.11,1.36,4_2_21,AU,-1,1,NA,1,3765774,1511630,5277404,0.7135656091517724,0.28643439084822764,35283,44376,14182,93841,0.3759870419113181,0.472884986306625,0.1511279717820569
388,23855,56.79,0.111755074486811,508.164844064437,4.63372402452851e-57,59.87,1.77,0.33,59.9,2.27,4_2_21,AU,0,-1,-1,0,4603407,2701560,7304967,0.6301749207080607,0.3698250792919393,39933,43845,15429,99207,0.40252199945568357,0.4419547007771629,0.15552329976715354
389,23636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2254101,1582212,3836313,0.5875696274000584,0.41243037259994164,31169,31590,20206,82965,0.3756885433616585,0.38076297233773276,0.2435484843006087
390,20733,56.5853563218391,0.666691597075185,84.8748605353395,2.54731070934091e-35,60.09,2.65,0.49,59.3,4.14,4_2_21,AU,-1,-1,NA,1,4027671,1988135,6015806,0.669514774911292,0.330485225088708,29535,50599,12100,92234,0.32021814081575123,0.5485937940455797,0.13118806513866904
